tenure_height,txs,read_count,read_length,runtime,write_count,write_length
169400,188,14723,29608259,667704925,1590,206336
169399,36,12428,20022226,602365831,1194,193883
169398,114,14992,21556805,226582619,942,68197
169397,83,14336,14798740,297542967,639,65134
169396,20,9558,9909339,117699667,471,38537
169395,60,10816,19565158,122045749,733,107074
169394,30,10654,12399157,134935280,568,51675
169393,54,14031,27508293,209383737,1152,139344
169392,63,14980,21294668,165684442,1014,85327
169391,39,13060,21534039,119212258,960,84079
169390,65,12695,9866950,183627206,588,55767
169389,78,14904,16293044,238359134,714,52443
169388,60,13883,20363070,152754916,1003,90423
169387,113,14293,27579239,225211419,994,102161
169386,59,13207,14804918,175744667,823,59966
169385,40,12180,24138427,110615294,1043,93425
169384,68,14311,19407793,168715729,913,66299
169383,135,14827,30566046,169547471,1136,86021
169382,40,13793,25135451,132034695,1114,97301
169381,66,12547,19576066,169871169,630,90677
169380,83,14397,18171991,244139299,940,66414
169379,104,14934,16488045,196971549,793,58890
169378,124,12546,20481540,184142061,785,102274
169377,73,14737,22011475,163239842,956,80462
169376,20,10577,16478056,100315215,731,63992
169375,93,14305,13713134,203439401,745,51162
169374,34,10208,14491994,133599573,616,50527
169373,30,10895,17455813,103285356,760,63822
169372,49,14519,13415517,211709770,669,92113
169371,85,13887,14957925,239763040,759,52172
169370,13,9373,14263401,89071981,577,53602
169369,68,14147,24973805,174789418,859,71677
169368,56,12089,19042078,131516288,785,65930
169367,94,13419,19615569,174918244,946,131842
169366,15,12474,23166665,152287898,838,75487
169365,59,14468,21325582,286931669,1071,110126
169364,17,12784,21019415,111107534,848,80864
169363,81,14821,14659740,234329820,677,56642
169362,59,14912,18451339,167424432,787,68037
169361,43,12896,18835537,131065636,844,65971
169360,70,14528,26394095,149863667,930,88477
169359,36,13084,19532995,135269872,867,70194
169358,97,13734,20627275,222385229,934,95674
169357,39,12249,21745254,194121637,601,48920
169356,73,14899,28933984,253963869,834,73013
169355,93,14154,24140027,163071991,1157,84555
169354,60,14990,7913329,232145475,313,29051
169353,82,14739,15215845,125046146,3164,133171
169352,36,11830,23778528,83226283,952,85175
169351,75,14535,15776478,276759702,867,56963
169350,157,14862,31797038,433215382,1256,142452
169349,30,11454,24131949,115078666,1021,84137
169348,35,14775,16205946,190771479,836,80317
169347,167,13794,27704513,106610970,1080,90642
169346,33,11860,17214417,123057739,689,64134
169345,48,14100,24635562,166530713,1133,85909
169344,46,11525,17906078,138335441,1270,95373
169343,44,13296,23570386,156389756,1022,79610
169342,64,12622,21485390,134933736,840,74786
169341,64,9713,14945172,105723647,728,59923
169340,46,12737,19559493,149110493,746,69686
169339,53,10163,11073397,122084140,627,45361
169338,39,12311,20838199,292878591,1136,108151
169337,45,9260,9463007,143362595,489,36453
169336,19,9367,14135887,90882983,585,54739
169335,59,9970,11085324,127015555,569,42346
169334,21,13105,27622452,127060009,1061,96958
169333,68,10786,15267987,126725336,739,57822
169332,18,12603,26868521,120766439,1018,94047
169331,77,14545,21708763,191230780,1125,80167
169330,75,9865,19947190,68291883,884,72833
169329,53,9274,12502672,215940224,587,43537
169328,33,14829,28541076,148429326,1135,101137
169327,43,10235,12063491,166161694,539,45328
169326,14,12789,26698944,1538613711,1050,100254
169325,79,11901,11762536,155586807,677,77698
169324,66,14229,24704118,223740408,1133,123600
169323,50,12328,15076221,137283632,739,87876
169322,69,12375,23716951,116469180,1033,90618
169321,28,13219,14569501,214536932,711,67637
169320,59,12610,22252605,187011254,1008,176265
169319,60,14854,15386455,178138732,767,56299
169318,50,14315,28242987,170567252,1193,123606
169317,80,13871,18526382,149083691,902,68415
169316,76,12171,20783115,155957859,1057,71232
169315,31,14742,21574068,165936245,1017,82936
169314,26,14184,27742775,181445244,1158,122880
169313,42,12928,16298816,143140406,799,59724
169312,40,14026,27474115,102446671,1187,115160
169311,36,12182,14709513,135266812,729,55559
169310,42,12925,23536882,104821904,1059,87633
169309,35,14784,23273709,139728844,957,86435
169308,63,13814,22236552,200465644,874,79400
169307,36,12384,22663789,148473303,962,81687
169306,38,13302,21916898,124554421,961,83735
169305,40,12945,25971183,107922737,922,85589
169304,103,13889,24246965,131579663,1109,109414
169303,27,14677,27248201,112249020,1102,119912
169302,82,13379,18362346,294998192,935,126765
169301,102,4926,7300121,122120201,446,40452
169300,27,14592,26652815,110425592,1107,108906
169299,65,12899,17877783,153034960,707,61706
169298,128,14822,30633649,148234086,1356,88646
169297,115,13762,21183475,179645729,1021,92259
169296,16,13808,27854006,105784741,1041,105539
169295,37,13251,26528608,152985095,934,89820
169294,100,12004,16910170,208230567,777,51533
169293,47,13108,25085398,155625420,839,88677
169292,86,13436,19707958,139220542,896,69826
169291,91,13926,23333726,163641254,1071,79761
169290,26,13794,20642278,135376673,876,77720
169289,42,13804,25353012,114438438,1041,91918
